transaction_id,cardholder_id,merchant_id,merchant_category,transaction_timestamp,transaction_hour,transaction_day_of_week,transaction_amount_inr,country_code,is_international,pos_entry_mode,velocity_last_1h,velocity_last_24h,avg_txn_amount_30d,std_txn_amount_30d,distance_from_home_km,card_age_days,credit_limit_inr,is_fraud
TXN00045847,CH_006364,MER_00251,restaurant,2023-03-06 01:06:52,1,0,309.18,IN,0,CHIP,2,5,232.26,253.61,195.7,774,300000,0
TXN00030036,CH_005386,MER_00038,utilities,2023-03-09 10:55:44,10,3,183.07,IN,0,CHIP,3,7,60.42,87.21,280.8,1739,75000,0
TXN00039832,CH_002909,MER_00141,jewellery,2023-05-16 20:53:05,20,1,70.41,IN,0,SWIPE,3,6,173.97,434.54,159.7,1344,75000,0
TXN00043093,CH_003978,MER_00617,entertainment,2023-07-30 18:52:35,18,6,116.09,IN,0,CHIP,1,0,36.66,347.4,95.5,940,200000,0
TXN00047981,CH_005116,MER_00224,entertainment,2023-06-26 14:06:30,14,0,93.77,IN,0,CHIP,3,8,181.38,472.74,147.5,43,300000,0
TXN00010433,CH_003551,MER_00418,utilities,2023-05-16 15:29:53,15,1,25.83,IN,0,CNP,3,1,77.62,169.72,94.1,499,500000,0
TXN00046591,CH_002525,MER_00646,grocery,2023-12-29 19:29:40,19,4,145.26,IN,0,CHIP,0,7,71.43,223.32,229.6,1685,100000,0
TXN00046961,CH_005030,MER_00245,online_retail,2023-07-13 03:28:23,3,3,45.02,IN,0,SWIPE,3,1,153.85,103.83,183.5,242,75000,0
TXN00004867,CH_006590,MER_00325,travel,2023-11-04 23:51:27,23,5,120.1,JP,1,CHIP,3,8,150.08,3.23,86.0,1081,75000,0
TXN00013741,CH_005885,MER_00740,entertainment,2023-09-20 04:11:03,4,2,279.31,IN,0,CHIP,3,0,79.12,206.8,30.1,513,150000,0
TXN00030634,CH_007903,MER_00269,fuel,2023-11-28 02:32:43,2,1,124.71,IN,0,CHIP,3,3,167.76,233.94,280.3,1119,200000,0
TXN00051602,CH_002626,MER_00123,healthcare,2023-07-03 17:59:59,17,0,124.0,IN,0,CHIP,2,0,26.48,300.78,227.5,359,50000,0
TXN00053369,CH_000757,MER_00298,online_retail,2023-04-01 04:13:28,4,5,309.65,CA,1,CHIP,0,8,64.32,61.43,105.7,1605,500000,0
TXN00026953,CH_001036,MER_00727,restaurant,2023-08-14 19:13:16,19,0,100.07,IN,0,CHIP,2,3,89.88,309.77,186.5,998,500000,0
TXN00001118,CH_000910,MER_00138,utilities,2023-02-07 10:49:46,10,1,74.28,IN,0,CHIP,1,4,101.26,68.53,172.2,1180,50000,0
TXN00024550,CH_007114,MER_00679,online_retail,2023-06-13 05:07:21,5,1,75.93,IN,0,CHIP,3,1,96.54,470.29,238.8,415,150000,0
TXN00048133,CH_004576,MER_00294,online_retail,2023-04-08 18:35:02,18,5,30.12,IN,0,CHIP,1,5,399.9,445.32,145.8,1721,75000,0
TXN00002667,CH_000185,MER_00303,jewellery,2023-03-12 17:30:16,17,6,110.8,IN,0,CHIP,3,2,145.26,605.53,147.0,1459,150000,0
TXN00036589,CH_003787,MER_00443,electronics,2023-09-23 08:06:00,8,5,92.61,IN,0,SWIPE,3,5,100.04,252.85,264.4,1584,75000,0
TXN00000813,CH_000739,MER_00079,fuel,2023-05-03 02:10:36,2,2,181.12,IN,0,CHIP,3,0,44.42,192.75,288.6,898,300000,0
TXN00032307,CH_003742,MER_00472,utilities,2023-04-08 19:35:53,19,5,186.77,IN,0,CNP,1,1,139.87,266.67,5.5,91,150000,0
TXN00048495,CH_006707,MER_00247,healthcare,2023-06-10 12:03:14,12,5,39.39,SG,1,CNP,1,5,225.15,211.17,92.0,874,500000,0
TXN00046030,CH_006135,MER_00015,online_retail,2023-04-24 05:09:15,5,0,1040.03,IN,0,CHIP,0,6,160.65,396.6,180.8,42,75000,0
TXN00040811,CH_007903,MER_00697,utilities,2023-11-20 08:28:04,8,0,93.95,IN,0,SWIPE,0,3,150.24,139.54,82.9,959,150000,0
TXN00051477,CH_003012,MER_00496,fuel,2023-10-03 19:07:13,19,1,69.39,IN,0,CHIP,1,5,70.46,298.22,92.0,1279,100000,0
TXN00001072,CH_000193,MER_00274,jewellery,2023-04-02 09:22:26,9,6,97.39,IN,0,CHIP,2,0,75.8,254.16,178.7,761,300000,0
TXN00007103,CH_003070,MER_00677,entertainment,2023-01-05 01:09:15,1,3,241.49,IN,0,CHIP,3,2,90.11,336.64,178.5,805,300000,0
TXN00040286,CH_000845,MER_00481,online_retail,2023-01-31 15:58:26,15,1,102.78,IN,0,SWIPE,0,2,262.23,260.42,104.8,459,50000,0
TXN00041929,CH_006279,MER_00061,utilities,2023-07-17 19:22:31,19,0,116.75,AU,1,CHIP,3,8,194.14,195.82,80.5,1131,75000,0
TXN00047495,CH_000788,MER_00377,fuel,2023-12-08 14:45:26,14,4,251.76,IN,0,CHIP,0,0,237.42,207.47,28.0,1110,150000,0
TXN00053229,CH_007321,MER_00267,restaurant,2023-03-09 05:55:49,5,3,187.14,AU,1,CNP,3,3,101.34,282.92,238.2,1588,50000,0
TXN00043381,CH_002115,MER_00625,travel,2023-02-12 11:15:55,11,6,91.26,IN,0,SWIPE,2,5,75.09,296.69,252.3,610,300000,0
TXN00004392,CH_000432,MER_00092,travel,2023-10-11 13:10:39,13,2,178.93,IN,0,CNP,0,6,612.9,130.53,266.7,1160,300000,0
TXN00017881,CH_003600,MER_00156,grocery,2023-05-11 19:08:17,19,3,57.05,IN,0,CHIP,1,1,143.22,483.82,241.1,414,500000,0
TXN00040034,CH_004847,MER_00737,restaurant,2023-01-19 07:31:21,7,3,104.38,IN,0,CHIP,0,1,52.08,447.82,1.8,1505,200000,0
TXN00038189,CH_007587,MER_00497,electronics,2023-07-31 20:27:14,20,0,140.79,IN,0,CHIP,2,4,46.94,246.43,83.7,396,500000,0
TXN00016530,CH_001023,MER_00020,utilities,2023-04-16 06:43:42,6,6,194.74,IN,0,CNP,3,2,191.59,287.61,121.1,1091,200000,0
TXN00028487,CH_005016,MER_00416,travel,2023-07-03 02:15:09,2,0,461.4,IN,0,CNP,1,8,209.81,275.19,277.0,147,500000,0
TXN00028591,CH_001825,MER_00040,restaurant,2023-04-02 06:45:27,6,6,44.25,IN,0,CHIP,0,5,126.07,147.52,31.8,578,50000,0
TXN00038509,CH_007480,MER_00742,electronics,2023-05-26 23:31:26,23,4,27.05,IN,0,CNP,3,7,388.07,398.46,118.3,583,200000,0
TXN00030455,CH_006363,MER_00105,electronics,2023-02-13 12:25:36,12,0,211.03,IN,0,CHIP,2,4,41.77,19.35,237.2,1695,300000,0
TXN00022340,CH_001634,MER_00300,travel,2023-09-29 13:36:22,13,4,139.86,IN,0,CHIP,2,4,267.3,306.96,174.5,855,150000,0
TXN00026115,CH_000286,MER_00097,healthcare,2023-06-08 07:24:52,7,3,73.2,IN,0,CHIP,0,0,58.34,232.69,46.8,421,500000,0
TXN00045128,CH_002586,MER_00728,jewellery,2023-09-22 23:25:29,23,4,463.13,IN,0,CHIP,0,2,145.35,176.22,202.7,154,200000,0
TXN00023269,CH_002808,MER_00436,restaurant,2023-07-14 05:32:38,5,4,101.12,IN,0,CHIP,3,3,449.09,363.99,4.1,1758,200000,0
TXN00022104,CH_002491,MER_00657,entertainment,2023-12-13 04:06:16,4,2,188.25,IN,0,CHIP,3,5,40.58,277.93,185.4,862,75000,0
TXN00016367,CH_002339,MER_00279,healthcare,2023-10-24 03:09:02,3,1,1061.33,IN,0,SWIPE,0,4,246.41,290.67,71.9,904,100000,0
TXN00019987,CH_006928,MER_00090,utilities,2023-05-11 08:47:20,8,3,176.76,IN,0,CHIP,0,3,125.77,499.86,206.7,230,300000,0
TXN00054689,CH_004778,MER_00354,fuel,2023-08-01 22:34:59,22,1,89.42,IN,0,CNP,2,7,218.94,166.15,255.7,58,200000,0
TXN00039482,CH_002432,MER_00304,utilities,2023-08-29 11:49:45,11,1,187.45,IN,0,SWIPE,2,1,251.83,248.54,250.9,93,200000,0
TXN00012439,CH_001863,MER_00165,electronics,2023-09-16 10:51:55,10,5,235.5,IN,0,CHIP,1,7,84.85,72.67,234.5,1584,200000,0
TXN00035385,CH_003971,MER_00763,jewellery,2023-08-30 21:14:12,21,2,63.87,IN,0,CHIP,1,3,156.49,364.43,108.9,436,100000,0
TXN00003685,CH_007760,MER_00222,restaurant,2023-01-18 14:49:01,14,2,20.54,IN,0,SWIPE,3,0,66.32,186.34,193.4,1386,300000,0
TXN00009288,CH_006893,MER_00698,travel,2023-04-30 03:27:59,3,6,101.18,IN,0,CHIP,3,3,71.01,210.81,57.2,1125,200000,0
TXN00006110,CH_000964,MER_00745,restaurant,2023-07-01 13:00:38,13,5,267.22,IN,0,CHIP,2,8,82.45,749.81,4.3,1165,50000,0
TXN00000015,CH_007901,MER_00553,restaurant,2023-12-20 06:45:19,6,2,31.27,IN,0,CHIP,3,8,214.81,273.34,135.4,537,75000,0
TXN00049141,CH_005597,MER_00133,entertainment,2023-06-28 14:23:55,14,2,103.38,IN,0,CNP,1,1,161.01,534.94,206.6,1772,500000,0
TXN00041637,CH_003187,MER_00473,online_retail,2023-09-16 09:40:56,9,5,108.26,IN,0,CHIP,2,2,49.19,497.55,57.0,771,300000,0
TXN00010203,CH_001279,MER_00233,travel,2023-03-14 23:46:44,23,1,85.86,SG,1,CNP,2,6,61.04,309.61,243.6,1011,150000,0
TXN00022883,CH_005468,MER_00615,electronics,2023-07-31 19:05:11,19,0,1501.38,IN,0,CHIP,3,8,320.91,343.53,115.7,1434,150000,0
TXN00001714,CH_003493,MER_00496,utilities,2023-04-29 02:51:38,2,5,158.93,GB,1,CHIP,3,6,205.62,163.43,202.5,87,150000,0
TXN00054756,CH_000425,MER_00773,electronics,2023-02-22 22:01:34,22,2,252.85,IN,0,CNP,2,3,95.12,399.37,29.5,1077,300000,0
TXN00051308,CH_005226,MER_00539,jewellery,2023-05-09 01:58:29,1,1,410.91,IN,0,CHIP,1,5,84.82,479.08,35.3,244,150000,0
TXN00005618,CH_002050,MER_00322,jewellery,2023-07-17 07:24:27,7,0,67.86,IN,0,CHIP,0,3,97.58,153.41,226.9,1546,150000,0
TXN00011083,CH_003350,MER_00255,jewellery,2023-01-31 23:09:06,23,1,353.68,IN,0,CHIP,2,6,47.83,517.81,207.7,891,500000,0
TXN00031427,CH_000621,MER_00102,jewellery,2023-07-29 20:48:35,20,5,158.77,IN,0,CNP,0,8,60.49,403.91,84.9,69,75000,0
TXN00002072,CH_005139,MER_00472,jewellery,2023-07-22 17:00:23,1,5,441.43,IN,0,CNP,14,27,155.92,259.46,3930.5,1000,500000,1
TXN00007783,CH_000109,MER_00055,travel,2023-07-19 07:13:07,7,2,121.57,IN,0,SWIPE,3,3,178.09,65.37,5.9,1506,200000,0
TXN00049121,CH_002303,MER_00225,utilities,2023-09-15 20:41:24,20,4,394.01,IN,0,CHIP,3,1,86.67,335.89,185.1,1598,100000,0
TXN00002189,CH_000374,MER_00559,electronics,2023-12-20 08:05:46,8,2,160.76,IN,0,CHIP,3,7,49.25,316.26,180.1,107,50000,0
TXN00020865,CH_004933,MER_00206,online_retail,2023-01-14 13:08:13,13,5,86.98,SG,1,CNP,0,7,114.06,370.78,296.6,1669,100000,0
TXN00053660,CH_006601,MER_00187,electronics,2023-01-12 00:47:39,0,3,44.97,IN,0,CHIP,1,2,55.89,261.66,227.9,476,50000,0
TXN00020900,CH_007013,MER_00478,healthcare,2023-07-03 04:59:49,4,0,65.37,IN,0,CHIP,0,7,105.86,372.81,246.3,1657,75000,0
TXN00029498,CH_006307,MER_00560,online_retail,2023-05-02 03:17:42,3,1,47.39,IN,0,CHIP,1,5,118.64,367.42,104.0,462,300000,0
TXN00024632,CH_005679,MER_00124,electronics,2023-12-11 22:59:57,22,0,211.45,IN,0,SWIPE,0,4,46.65,171.45,135.5,311,75000,0
TXN00047096,CH_000935,MER_00300,healthcare,2023-07-19 21:21:45,21,2,167.81,IN,0,CHIP,1,6,72.82,438.8,284.1,1479,500000,0
TXN00044512,CH_000136,MER_00015,fuel,2023-09-03 22:57:10,22,6,279.78,AE,1,CHIP,8,21,124.42,346.3,355.5,1464,500000,1
TXN00002705,CH_001312,MER_00565,fuel,2023-10-16 07:59:42,7,0,91.28,IN,0,CHIP,3,0,110.62,178.54,252.8,695,50000,0
TXN00026821,CH_001833,MER_00639,fuel,2023-06-07 12:33:41,12,2,229.33,IN,0,CNP,0,5,109.66,321.9,167.0,1231,75000,0
TXN00039908,CH_007590,MER_00131,utilities,2023-02-14 07:54:09,7,1,17.76,IN,0,CHIP,1,6,23.63,533.21,140.5,1277,200000,0
TXN00031342,CH_006192,MER_00466,online_retail,2023-08-15 08:28:56,8,1,79.95,IN,0,SWIPE,2,1,127.76,741.88,192.1,654,100000,0
TXN00017679,CH_002591,MER_00705,entertainment,2023-03-19 04:09:32,4,6,128.44,IN,0,CNP,1,8,96.47,305.39,198.0,435,50000,0
TXN00009072,CH_005653,MER_00110,online_retail,2023-01-06 05:58:03,5,4,52.71,IN,0,CHIP,1,2,273.12,499.42,234.6,213,50000,0
TXN00018428,CH_006122,MER_00714,restaurant,2023-09-10 13:00:00,13,6,307.0,IN,0,SWIPE,2,1,50.93,320.05,202.0,1155,100000,0
TXN00035975,CH_002460,MER_00672,restaurant,2023-09-09 18:48:31,18,5,36.71,IN,0,CHIP,2,6,63.82,471.87,167.4,290,50000,0
TXN00043906,CH_006505,MER_00506,online_retail,2023-02-02 10:29:48,10,3,60.7,IN,0,CNP,2,7,16.2,356.98,6.1,1215,500000,0
TXN00019156,CH_000081,MER_00368,electronics,2023-06-26 03:41:20,3,0,73.79,IN,0,CHIP,1,3,64.1,286.86,67.8,1276,300000,0
TXN00033772,CH_002151,MER_00135,utilities,2023-03-04 03:04:45,3,5,53.6,IN,0,CHIP,0,2,101.92,242.03,65.4,307,50000,0
TXN00022082,CH_002340,MER_00327,restaurant,2023-03-23 04:49:57,4,3,34.27,IN,0,SWIPE,2,1,184.66,311.78,272.2,462,150000,0
TXN00000185,CH_004692,MER_00154,jewellery,2023-03-26 10:54:33,10,6,291.38,IN,0,CHIP,3,1,97.35,249.64,269.7,942,500000,0
TXN00038683,CH_000946,MER_00104,restaurant,2023-08-01 23:36:44,23,1,31.74,IN,0,CHIP,2,6,74.86,449.61,166.7,1229,75000,0
TXN00023035,CH_004116,MER_00198,entertainment,2023-09-06 04:56:05,4,2,84.94,IN,0,CHIP,0,8,255.87,457.1,217.9,256,300000,0
TXN00005831,CH_002391,MER_00339,jewellery,2023-02-21 20:04:42,20,1,52.97,IN,0,CNP,1,2,184.33,542.22,21.9,163,100000,0
TXN00045363,CH_002838,MER_00768,utilities,2023-01-30 05:27:52,5,0,693.45,IN,0,CNP,3,5,108.81,369.87,98.9,280,50000,0
TXN00036451,CH_005995,MER_00535,online_retail,2023-08-21 18:58:48,18,0,43.75,IN,0,CNP,2,4,144.41,188.38,281.8,1528,75000,0
TXN00039673,CH_006372,MER_00234,electronics,2023-05-29 21:55:31,21,0,384.47,IN,0,CHIP,3,3,295.06,151.21,2.2,426,50000,0
TXN00004077,CH_005880,MER_00429,electronics,2023-02-08 22:05:23,22,2,159.0,IN,0,CNP,2,3,228.23,232.66,69.0,1622,200000,0
TXN00039074,CH_006397,MER_00188,restaurant,2023-01-05 18:37:49,18,3,493.06,IN,0,CHIP,2,4,94.22,363.58,42.3,890,150000,0
TXN00026305,CH_004726,MER_00123,grocery,2023-10-13 17:20:07,17,4,117.08,JP,1,CNP,1,0,50.95,191.28,75.6,1416,300000,0
TXN00012131,CH_003782,MER_00600,travel,2023-01-08 19:29:37,19,6,287.22,IN,0,CHIP,0,4,124.25,235.91,142.7,1122,75000,0
TXN00046401,CH_006710,MER_00195,grocery,2023-06-03 20:22:35,20,5,1180.32,IN,0,CHIP,2,0,245.97,283.15,14.9,937,75000,0
TXN00011797,CH_002690,MER_00636,online_retail,2023-06-12 17:56:38,17,0,157.3,IN,0,SWIPE,2,5,122.59,276.25,146.7,1763,500000,0
TXN00026364,CH_000508,MER_00737,jewellery,2023-08-01 22:07:02,22,1,151.33,IN,0,CHIP,2,7,112.89,233.31,164.8,1171,100000,0
TXN00039167,CH_004742,MER_00131,utilities,2023-05-27 18:50:42,18,5,259.68,IN,0,CHIP,0,5,164.44,285.5,275.2,243,500000,0
TXN00036609,CH_000640,MER_00485,fuel,2023-02-01 05:21:48,5,2,243.87,IN,0,CHIP,3,8,41.03,217.1,185.0,727,500000,0
TXN00019060,CH_007688,MER_00490,fuel,2023-09-07 09:48:01,9,3,126.8,IN,0,CHIP,1,1,53.58,196.33,223.1,939,300000,0
TXN00027470,CH_001959,MER_00653,restaurant,2023-05-18 02:06:25,2,3,249.58,IN,0,CHIP,2,8,60.34,79.3,97.5,834,200000,0
TXN00043565,CH_005312,MER_00352,restaurant,2023-03-28 04:34:21,4,1,170.84,IN,0,CHIP,0,2,76.7,231.66,99.7,1245,50000,0
TXN00050102,CH_006653,MER_00066,restaurant,2023-04-28 18:22:11,18,4,93.35,IN,0,CHIP,2,6,175.93,357.75,244.2,1280,500000,0
TXN00047555,CH_007870,MER_00284,online_retail,2023-08-13 23:38:27,23,6,50.28,IN,0,CHIP,0,1,156.96,350.64,261.1,1688,150000,0
TXN00002150,CH_002871,MER_00469,fuel,2023-06-05 12:58:23,12,0,751.73,IN,0,CHIP,1,6,78.77,432.79,244.1,255,200000,0
TXN00041089,CH_002779,MER_00200,electronics,2023-12-10 06:49:38,6,6,119.25,IN,0,CHIP,2,1,66.14,303.98,81.7,1760,150000,0
TXN00053163,CH_005475,MER_00422,electronics,2023-07-23 19:04:36,19,6,182.91,IN,0,CNP,1,2,310.19,181.88,116.4,298,100000,0
TXN00040106,CH_007361,MER_00567,online_retail,2023-09-01 08:18:13,8,4,121.14,IN,0,SWIPE,2,8,28.94,442.38,163.6,1339,200000,0
TXN00045280,CH_006222,MER_00552,healthcare,2023-10-18 20:00:46,20,2,57.85,AU,1,CHIP,1,2,104.64,285.83,226.7,201,100000,0
TXN00017513,CH_000220,MER_00543,restaurant,2023-08-22 15:08:59,15,1,32.72,IN,0,CHIP,1,6,214.04,374.78,176.3,1745,500000,0
TXN00034127,CH_004280,MER_00463,travel,2023-04-25 08:30:02,8,1,1305.24,IN,0,SWIPE,0,8,46.57,77.48,174.1,738,300000,0
TXN00015938,CH_007169,MER_00555,travel,2023-12-07 12:33:35,12,3,13.53,IN,0,CNP,3,7,108.24,199.43,212.9,760,300000,0
TXN00019520,CH_006614,MER_00218,jewellery,2023-01-05 06:30:02,23,3,418.74,IN,0,SWIPE,5,16,68.87,412.3,742.3,396,150000,1
TXN00030778,CH_007841,MER_00791,entertainment,2023-02-25 14:47:12,14,5,242.63,IN,0,CHIP,1,5,15.68,65.32,298.2,1175,100000,0
TXN00053097,CH_002077,MER_00258,fuel,2023-07-02 20:47:21,20,6,37.87,SG,1,CHIP,0,8,100.06,261.59,218.9,1265,150000,0
TXN00023548,CH_003799,MER_00086,restaurant,2023-01-10 18:31:35,18,1,134.85,IN,0,SWIPE,2,4,182.3,426.74,2.4,227,75000,0
TXN00011918,CH_000915,MER_00073,electronics,2023-05-29 15:51:55,15,0,109.74,IN,0,CHIP,2,7,105.64,347.51,236.1,194,200000,0
TXN00031828,CH_006834,MER_00258,restaurant,2023-08-19 10:30:29,10,5,26.29,IN,0,CNP,0,2,79.91,370.94,109.1,193,200000,0
TXN00046561,CH_006871,MER_00622,travel,2023-08-23 00:29:38,0,2,109.5,IN,0,CHIP,0,7,46.06,266.25,77.1,1050,200000,0
TXN00030585,CH_001889,MER_00760,healthcare,2023-08-12 14:51:47,14,5,1219.41,IN,0,CHIP,3,7,104.97,470.69,72.2,1504,50000,0
TXN00032151,CH_002732,MER_00335,healthcare,2023-08-09 16:12:12,16,2,25.55,AU,1,CNP,3,5,76.79,282.72,70.6,1762,150000,0
TXN00011616,CH_002525,MER_00262,healthcare,2023-12-26 23:06:07,23,1,224.91,IN,0,SWIPE,0,3,258.39,439.62,90.1,1683,500000,0
TXN00001647,CH_000482,MER_00560,fuel,2023-07-18 22:28:30,22,1,45.73,IN,0,CHIP,3,8,80.07,513.24,80.1,1423,75000,0
TXN00021721,CH_001428,MER_00351,restaurant,2023-12-10 04:29:33,4,6,48.33,IN,0,CHIP,3,5,170.25,428.95,129.2,582,75000,0
TXN00033993,CH_000510,MER_00338,online_retail,2023-06-03 12:28:34,12,5,428.04,IN,0,CNP,0,0,194.72,361.71,290.6,50,200000,0
TXN00016804,CH_005372,MER_00362,electronics,2023-01-31 16:57:47,16,1,501.68,IN,0,SWIPE,3,1,133.85,407.3,128.5,879,500000,0
TXN00041961,CH_006961,MER_00047,utilities,2023-01-15 23:25:55,23,6,27.08,IN,0,CHIP,2,7,234.06,232.89,245.3,1700,200000,0
TXN00013066,CH_001709,MER_00791,electronics,2023-04-27 10:30:13,10,3,38.73,IN,0,CNP,0,6,65.45,531.18,261.6,1518,100000,0
TXN00051293,CH_000031,MER_00434,healthcare,2023-07-31 06:35:33,6,0,135.9,IN,0,CHIP,2,1,86.94,435.32,249.5,164,300000,0
TXN00031806,CH_006565,MER_00431,grocery,2023-12-09 04:06:39,3,5,1706.57,GB,1,CHIP,15,21,139.19,311.65,7032.0,264,300000,1
TXN00017033,CH_001201,MER_00163,entertainment,2023-08-27 17:38:27,17,6,86.98,IN,0,CHIP,1,4,144.86,209.73,10.5,645,75000,0
TXN00016949,CH_005869,MER_00182,online_retail,2023-09-14 07:57:51,7,3,334.92,IN,0,CHIP,2,7,139.85,287.01,260.8,875,500000,0
TXN00012424,CH_003669,MER_00797,online_retail,2023-03-21 17:52:29,17,1,165.28,IN,0,CNP,1,1,158.41,422.31,40.8,1211,75000,0
TXN00037437,CH_002761,MER_00506,entertainment,2023-08-29 19:21:11,19,1,83.44,IN,0,CHIP,2,6,144.27,372.23,209.3,1690,300000,0
TXN00033056,CH_001535,MER_00712,online_retail,2023-10-13 01:28:59,1,4,16.18,IN,0,CNP,2,4,88.28,275.16,271.7,53,50000,0
TXN00020441,CH_000749,MER_00367,online_retail,2023-03-04 00:43:20,0,5,167.73,IN,0,CHIP,2,3,173.7,224.0,235.5,1004,500000,0
TXN00028278,CH_003118,MER_00347,electronics,2023-07-26 07:52:55,7,2,1368.6,SG,1,CHIP,1,2,36.37,191.03,272.2,674,300000,0
TXN00003081,CH_004756,MER_00292,fuel,2023-03-28 13:20:09,13,1,42.98,IN,0,CHIP,1,0,61.99,112.58,32.4,648,50000,0
TXN00051082,CH_000149,MER_00662,restaurant,2023-11-02 18:37:02,18,3,71.88,IN,0,CHIP,0,4,44.15,446.83,244.5,81,150000,0
TXN00020597,CH_000851,MER_00551,grocery,2023-06-05 02:17:58,2,0,57.51,IN,0,CHIP,1,8,61.93,168.5,86.1,106,300000,0
TXN00018970,CH_001740,MER_00438,utilities,2023-05-13 08:32:14,8,5,52.84,IN,0,SWIPE,0,4,216.5,446.57,47.4,1347,300000,0
TXN00038304,CH_001750,MER_00439,utilities,2023-01-07 15:05:46,15,5,164.16,IN,0,CHIP,1,5,64.84,341.53,260.9,1659,150000,0
TXN00042195,CH_007825,MER_00046,online_retail,2023-11-17 12:40:40,12,4,93.31,IN,0,SWIPE,0,5,38.97,367.83,18.8,969,500000,0
TXN00019771,CH_000607,MER_00618,electronics,2023-02-12 23:23:10,23,6,358.52,IN,0,SWIPE,3,7,36.98,291.72,37.7,1295,50000,0
TXN00042897,CH_006444,MER_00273,grocery,2023-04-08 07:26:58,7,5,142.86,IN,0,CHIP,3,5,166.86,206.02,273.1,63,300000,0
TXN00023844,CH_006099,MER_00517,travel,2023-12-01 22:19:10,22,4,172.88,IN,0,CHIP,3,5,326.11,204.07,55.8,338,500000,0
TXN00007134,CH_005382,MER_00581,travel,2023-07-14 01:43:24,1,4,105.21,IN,0,SWIPE,3,6,72.54,464.85,79.9,214,75000,0
TXN00024292,CH_007498,MER_00380,electronics,2023-02-09 14:01:15,14,3,251.89,IN,0,CHIP,0,8,76.92,378.65,210.2,1635,300000,0
TXN00048095,CH_006136,MER_00178,electronics,2023-04-28 07:06:25,7,4,13.89,IN,0,CHIP,1,2,90.0,98.22,109.8,1386,150000,0
TXN00002238,CH_003507,MER_00060,entertainment,2023-06-26 05:42:30,5,0,420.16,IN,0,SWIPE,0,2,151.81,510.23,8.0,1208,75000,0
TXN00049888,CH_005687,MER_00532,jewellery,2023-02-07 16:54:03,16,1,28.4,IN,0,SWIPE,2,5,156.7,207.37,177.3,1680,300000,0
TXN00041781,CH_005102,MER_00628,online_retail,2023-10-13 04:19:02,4,4,559.09,IN,0,CNP,0,3,158.39,369.72,298.8,113,50000,0
TXN00010799,CH_000260,MER_00463,healthcare,2023-08-18 19:54:49,19,4,89.8,IN,0,CHIP,2,4,137.21,601.72,73.2,1425,300000,0
TXN00027094,CH_005146,MER_00345,entertainment,2023-03-28 21:05:02,21,1,34.66,IN,0,CHIP,0,0,176.5,185.05,289.4,1736,150000,0
TXN00025490,CH_007573,MER_00023,fuel,2023-11-20 01:11:27,1,0,269.57,IN,0,CHIP,0,7,56.85,138.36,38.0,1725,150000,0
TXN00010828,CH_003670,MER_00358,healthcare,2023-01-24 14:07:45,14,1,446.32,IN,0,SWIPE,2,6,135.59,158.01,247.8,360,500000,0
TXN00038595,CH_005008,MER_00085,healthcare,2023-11-10 00:43:14,0,4,18.64,IN,0,SWIPE,2,6,129.63,337.7,44.8,1187,50000,0
TXN00044443,CH_000448,MER_00607,electronics,2023-12-26 18:36:34,18,1,121.04,IN,0,SWIPE,3,3,261.66,535.97,180.3,81,300000,0
TXN00049119,CH_003239,MER_00419,grocery,2023-02-01 18:12:56,18,2,25.61,IN,0,CHIP,0,4,114.98,394.91,5.1,954,300000,0
TXN00028702,CH_004323,MER_00645,fuel,2023-06-03 21:29:19,21,5,129.52,IN,0,CNP,3,4,77.53,214.74,262.9,424,300000,0
TXN00019228,CH_006440,MER_00481,online_retail,2023-04-10 21:47:09,21,0,13.19,IN,0,CHIP,2,7,238.27,314.73,29.6,1311,500000,0
TXN00054063,CH_005880,MER_00233,fuel,2023-02-08 07:16:52,7,2,150.3,IN,0,CHIP,2,8,40.61,298.87,233.7,820,75000,0
TXN00046071,CH_002703,MER_00693,entertainment,2023-05-27 22:54:22,22,5,244.94,IN,0,CNP,2,0,307.46,193.59,66.1,1264,200000,0
TXN00001018,CH_000173,MER_00093,healthcare,2023-12-27 10:58:22,10,2,82.59,IN,0,CNP,0,0,46.15,78.46,155.6,771,200000,0
TXN00049085,CH_006746,MER_00579,jewellery,2023-12-09 00:52:25,0,5,114.19,IN,0,CHIP,3,7,61.13,183.37,226.6,735,500000,0
TXN00041277,CH_007108,MER_00670,electronics,2023-08-17 20:18:17,20,3,74.08,IN,0,SWIPE,1,2,86.39,34.69,86.9,579,100000,0
TXN00045739,CH_005743,MER_00428,fuel,2023-08-11 01:51:06,1,4,51.16,IN,0,CHIP,0,5,132.14,170.56,107.7,775,50000,0
TXN00027712,CH_006424,MER_00643,online_retail,2023-02-15 02:14:12,2,2,183.97,IN,0,SWIPE,3,1,57.42,406.55,68.4,1422,100000,0
TXN00016090,CH_007997,MER_00784,entertainment,2023-05-06 21:19:07,21,5,122.47,IN,0,SWIPE,0,3,46.26,276.98,167.4,559,100000,0
TXN00034704,CH_003061,MER_00053,jewellery,2023-07-19 14:52:14,14,2,456.56,FR,1,CNP,3,6,63.5,143.88,174.0,1234,500000,0
TXN00005273,CH_002162,MER_00390,fuel,2023-02-21 09:14:21,9,1,141.52,IN,0,CHIP,2,1,242.82,11.31,214.6,1356,300000,0
